,Question,Correct Answer,Phi Full
100,"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?
A)22.5  B)84  C)21  D)24  E)25",A," Let's denote the original number as x.

According to the problem, when 30 is subtracted from x, it becomes one third of the original number. So, we can write this as an equation:

x - 30 = (1/3)x

Now, we need to solve for x.

Step 1: Multiply both sides by 3 to eliminate the fraction:

3(x - 30) = x

Step 2: Distribute the 3 on the left side:

3x - 90 = x

Step 3: Subtract x from both sides to isolate the x terms:

2x - 90 = 0

Step 4: Add 90 to both sides:

2x = 90

Step 5: Divide both sides by 2:

x = 45

Now that we have the original number (x = 45), we need to find 50% of it.

50% of 45 = (50/100) * 45 = 0.5 * 45 = 22.5

Final Answer: 'A'. '22.5'"
101,"At the of his one-year investment, Charles received $54,080, including interest and principal from a certain investment. If the investment paid an annual interest of 8 percent compounded semi-annually, which of the following is the amount of money that Charles originally invested?
A)$45,000  B)$50,000  C)$54,000  D)$59,000  E)$62,000",B," Final Answer: B) $50,000"
102,"A company produces 420 units of a particular computer component every month, at a production cost to the company of $110 per component, and sells all of the components by the end of each month. What is the minimum selling price per component that will guarantee that the yearly profit (revenue from sales minus production costs) will be at least $626,400 ?
A)226  B)230  C)240  D)260  E)280",B, Final Answer: C
103,"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?
A)300  B)200  C)400  D)100  E)500",C," Let's denote the number of employees in the organization as 'n'.

According to the problem, the total amount to be raised is Rs. 6 lakh, and each employee contributes an equal amount. So, the contribution of each employee is Rs. 6 lakh / n.

If each employee contributes Rs. 60 extra, the total amount raised would be Rs. 6.24 lakh. So, the new contribution of each employee would be (Rs. 6 lakh / n) + Rs. 60.

Now, we can set up an equation using the given information:

(Rs. 6 lakh / n) + Rs. 60 = Rs. 6.24 lakh / n

To solve for 'n', we can first multiply both sides of the equation by 'n' to eliminate the denominator:

Rs. 6 lakh + Rs. 60n = Rs. 6.24 lakh

Now, we can subtract Rs. 6 lakh from both sides of the equation:

Rs. 60n = Rs. 6.24 lakh - Rs. 6 lakh

Rs. 60n = Rs. 0.24 lakh

To find the value of 'n', we can divide both sides of the equation by Rs. 60:

n = Rs. 0.24 lakh / Rs. 60

n = 400

So, there are 400 employees in the organization.

Final Answer: 'C'. '400'"
104,"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?
A)12/25  B)3/2  C)3  D)2  E)25/3",C," Let's solve this step by step:

1. Six pita breads contain the same amount of falafel as two rolls.
   So, 1 pita bread = 2/6 rolls = 1/3 rolls.

2. Three rolls contain the same amount of falafel as five baguettes.
   So, 1 roll = 5/3 baguettes.

3. We need to find the equivalent number of pita breads for two baguettes.
   First, let's find the equivalent number of rolls for two baguettes:
   2 baguettes = (2 * 5/3) rolls = 10/3 rolls.

4. Now, let's find the equivalent number of pita breads for 10/3 rolls:
   10/3 rolls = (10/3) * (1/3) pita breads = 10/9 pita breads.

Final Answer: 'E'. '10/9'"
105,"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?
A)$7.73  B)$6.73  C)$5.73  D)$4.73  E)$3.73",E, Final Answer: B
106,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?
A)After 6 minutes  B)After 12 minutes  C)After 18 minutes  D)After 24 minutes  E)none",B," Let's think step by step.

To find when the bells will ring together again, we need to find the least common multiple (LCM) of their ringing intervals.

The intervals are 36 seconds, 40 seconds, and 48 seconds.

Step 1: Find the prime factors of each interval.
36 = 2^2 * 3^2
40 = 2^3 * 5
48 = 2^4 * 3

Step 2: Find the LCM by taking the highest power of each prime factor.
LCM = 2^4 * 3^2 * 5 = 16 * 9 * 5 = 1440 seconds

Step 3: Convert the LCM to minutes.
1440 seconds = 1440 / 60 = 24 minutes

Final Answer: 'D'. '24'"
107,"A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?
A)2000  B)4000  C)8000  D)16000  E)32000",D," Let's think step by step.

1. We know that the bee bypasses 0.05% of the flowers it flies by.
2. We need to find out how many flowers the bee flies by to bypass 8 flowers.

Let x be the total number of flowers the bee flies by.

According to the given information, 0.05% of x is equal to 8 flowers.

So, we can write the equation:

0.05% * x = 8

To solve for x, we first convert the percentage to a decimal:

0.05% = 0.05 / 100 = 0.0005

Now, we can rewrite the equation as:

0.0005 * x = 8

To find x, we divide both sides of the equation by 0.0005:

x = 8 / 0.0005

x = 16000

Final Answer: 'D'. '16000'"
108,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?
A)2%  B)8%  C)5%  D)10%  E)None of these",A," Let's think step by step.

Step 1: Identify the given information.
Principal amount (P) = Rs. 5000
Time (T) = 3 years
Simple Interest (SI) = Rs. 300

Step 2: Use the formula for simple interest to find the rate of interest (R).
Simple Interest (SI) = (Principal * Rate * Time) / 100

Step 3: Rearrange the formula to solve for the rate of interest (R).
Rate (R) = (Simple Interest * 100) / (Principal * Time)

Step 4: Plug in the given values and calculate the rate of interest.
Rate (R) = (300 * 100) / (5000 * 3)
Rate (R) = 30000 / 15000
Rate (R) = 2

Final Answer: 'C'. '2%'"
109,"A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?
A)6.5  B)7.5  C)7  D)6  E)None of the above",B," Step 1: Identify the given ratio of rice, wheat, and corn, which is 2:3:5.

Step 2: Determine the total parts in the ratio by adding the individual parts: 2 (rice) + 3 (wheat) + 5 (corn) = 10 parts.

Step 3: Find the weight of one part by dividing the given weight of rice (3 pounds) by the number of parts for rice (2 parts): 3 pounds / 2 parts = 1.5 pounds per part.

Step 4: Calculate the weight of corn by multiplying the weight of one part (1.5 pounds) by the number of parts for corn (5 parts): 1.5 pounds/part * 5 parts = 7.5 pounds.

Final Answer: 'B'. '7.5'"
110,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?
A)45 Min  B)75 Min  C)90 Min  D)120 Min  E)60 Min",E, Final Answer: C. 90 Min
111,"Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?
A)22  B)27  C)29  D)Cannot be determined  E)None of the above",D," Let's denote the ages of Q, R, and T as q, r, and t respectively.

From the given information, we have:

1. Q is as much younger than R as he is older than T: r - q = q - t
2. The sum of the ages of R and T is 50 years: r + t = 50

Now, let's solve these equations step by step.

From equation 1, we can express r in terms of q and t:
r = q + (q - t)

Now, substitute this expression for r in equation 2:
(q + (q - t)) + t = 50
2q = 50
q = 25

Now that we have the value of q, we can find the value of r using equation 2:
r + t = 50
r = 50 - t

Now, let's find the difference between R and Q's age:
r - q = (50 - t) - 25
r - q = 25 - t

Since we don't have the value of t, we cannot determine the exact difference between R and Q's age.

Final Answer: 'D'. 'Cannot be determined'"
112,"The cross-section of a canal is shaped like a trapezium. If the canal is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 square meters, the depth of cannel is?
A)26  B)28  C)21  D)80  E)23",D," Let's think step by step.

To find the depth of the canal, we need to use the formula for the area of a trapezium:

Area = (1/2) * (sum of parallel sides) * height

In this case, the area is given as 640 square meters, the top width is 10 meters, and the bottom width is 6 meters. We need to find the height (depth) of the canal.

Let's denote the height as 'h'.

640 = (1/2) * (10 + 6) * h

Now, we can solve for 'h':

640 = (1/2) * 16 * h
640 = 8 * h

Divide both sides by 8:

h = 640 / 8
h = 80

Final Answer: 'D'. '80'"
113,"A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?
A)Rs. 6  B)Rs. 7.2  C)Rs. 5.6  D)Rs. 8  E)None of these",B, Final Answer: B. 7.2
114,"On a normal day Bill usually averages about 15 mph when riding his bicycle. On a windy day, his speed is reduced by 4 mph. How far can Bill travel on a windy day in 21 minutes? Round to the nearest hundredth.
A)2 miles  B)2.25 miles  C)3.25 miles  D)3.85 miles  E)2.85 miles",D, Final Answer: B. 2.25 miles
115,"Everyone in the family earns money each month. If the total income of a family per month is $9000 and the median income is $3000, how many members are there in the family?
A)2  B)3  C)4  D)5  E)6",B, Final Answer: 'C'. '4'
116,"The monthly salary S of a shop assistant is the sum of a fixed salary of $500 plus 5% of all monthly sales. What should the monthly sales be so that her monthly salary reaches $1500?
A)$50000  B)$40000  C)$30000  D)$20000  E)None of these",D," Let's think step by step.

Let S be the monthly salary of the shop assistant, and let x be the monthly sales.

According to the problem, the monthly salary S is the sum of a fixed salary of $500 plus 5% of all monthly sales.

So, S = 500 + 0.05x

We are given that the monthly salary S should reach $1500.

1500 = 500 + 0.05x

Now, let's solve for x:

1500 - 500 = 0.05x
1000 = 0.05x

Divide both sides by 0.05:

x = 1000 / 0.05
x = 20000

Final Answer: 'D'. '20000'"
117,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I D
A)9 2 0 0  B)9 2 0 9  C)9 2 0 1  D)9 2 0 7  E)9 2 2 2",D, Final Answer: C. 9 2 0 1
118,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)
A)3  B)4  C)5  D)10  E)20",D," Let's think step by step.

Step 1: Determine the number of unique codes using single letters.
Since there are 26 letters in the English alphabet, Amy can use 26 different single-letter codes.

Step 2: Determine the number of unique codes using pairs of two different letters.
For pairs of two different letters, we can use the formula for combinations: C(n, k) = n! / (k!(n-k)!), where n is the total number of items and k is the number of items to choose.

In this case, n = 26 (letters in the alphabet) and k = 2 (two different letters).

C(26, 2) = 26! / (2!(26-2)!) = (26 * 25) / (2 * 1) = 325

Step 3: Determine the total number of unique codes.
Total unique codes = Single-letter codes + Pair-letter codes
Total unique codes = 26 + 325 = 351

Step 4: Determine the smallest number of letters needed to create the codes for all 10 types of books.
Since Amy has 10 types of books, she needs at least 10 unique codes.

Step 5: Find the smallest number of letters that can create at least 10 unique codes.
We can start with the smallest number of letters and check if it can create at least 10 unique codes.

- If we use 1 letter, we can only create 1 unique code.
- If we use 2 letters, we can create 26 unique codes (26 * 1).
- If we use 3 letters, we can create 26 * 26 = 676 unique codes (26 * 26 * 1).

Since 3 letters can create more than 10 unique codes, the smallest number of letters Amy will need to create the codes for all 10 types of books is 3.

Final Answer: 'Letter'. '3'"
119,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?
A)10%  B)12%  C)6%  D)8%  E)4%",B," Step 1: Understand the problem
We need to find the rate of interest when the difference between simple interest and compound interest for Rs.5000 for 2 years is Rs.72.

Step 2: Set up the equations
Let the rate of interest be 'r' (in percentage).

Simple Interest (SI) = (Principal * Rate * Time) / 100
Compound Interest (CI) = Principal * (1 + Rate/100)^Time - Principal

Step 3: Calculate the difference between CI and SI
Difference = CI - SI

Step 4: Plug in the given values
Difference = Rs.72
Principal = Rs.5000
Time = 2 years

Step 5: Solve for the rate of interest 'r'
72 = 5000 * (1 + r/100)^2 - 5000 - (5000 * r * 2 / 100)

Step 6: Simplify the equation
72 = 5000 * (1 + r/100)^2 - 5000 - 100r

Step 7: Rearrange the equation
5000 * (1 + r/100)^2 - 100r = 5072

Step 8: Solve for 'r'
(1 + r/100)^2 = (5072 + 100r) / 5000

Step 9: Take the square root of both sides
1 + r/100 = sqrt((5072 + 100r) / 5000)

Step 10: Solve for 'r'
r/100 = sqrt((5072 + 100r) / 5000) - 1

Step 11: Multiply both sides by 100
r = 100 * (sqrt((5072 + 100r) / 5000) - 1)

Step 12: Solve for 'r' using trial and error
By trying different options, we find that option B) 12% satisfies the equation.

Final Answer: 'B' 12%"
120,"The original price of an item is discounted 22%. A customer buys the item at this discounted price using a $20-off coupon. There is no tax on the item, and this was the only item the customer bought. If the customer paid $1.90 more than half the original price of the item, what was the original price of the item?
A)$61  B)$65  C)$67.40  D)$70  E)$78.20",E, Final Answer: C
121,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?
A)36 grams  B)40 grams  C)42 grams  D)48 grams  E)50 grams",B, Final Answer: C
122,"In a class 1/16 of the students study math, 1/10 of the students study bio, 1/8 of the students study english. The total number of students is a 4 digit number. Find the diffrence between maximum number of students and minimum number of students.
A)8880  B)8870  C)8890  D)7890  E)6780",A, Final Answer: 'A'. '8880'
123,"A ship went on a voyage. After it had traveled 180 miles a plane started with 10 times the speed of the ship. Find the distance when they meet from starting point.
A)238  B)289  C)200  D)287  E)187",C," Let's denote the speed of the ship as 's' (in miles per hour). The plane's speed is 10 times the ship's speed, so it's '10s'.

Let's denote the time it takes for the plane to meet the ship as 't' (in hours).

In this time, the ship will have traveled a distance of 'st' (since distance = speed × time).

The plane will have traveled a distance of '10st' (since distance = speed × time).

Since the ship had already traveled 180 miles before the plane started, the total distance covered by the ship when they meet is '180 + st'.

The total distance covered by the plane when they meet is '10st'.

Since they meet at the same point, the distances covered by both the ship and the plane are equal:

180 + st = 10st

Now, let's solve for 't':

180 = 10st - st
180 = 9st
t = 180 / 9
t = 20 hours

Now, we can find the distance the plane traveled when they meet:

Distance = speed × time
Distance = 10s × 20
Distance = 200s

Since the ship's speed 's' is not given, we cannot determine the exact distance. However, we can check the given options to see if any of them can be expressed as '200s' for some value of 's'.

Option A: 238
Option B: 289
Option C: 200
Option D: 287
Option E: 187

Option C (200) can be expressed as '200s' if the ship's speed 's' is 1 mile per hour.

Final Answer: 'C'. '200'"
124,"Hoses A and B spout water at different constant rates, and hose A can fill a certain pool in 8 hours. Hose A filled the pool alone for the first 2 hours and the two hoses, working together, then finished filling the pool in another 3 hours. How many hours would it have taken hose B, working alone, to fill the entire pool?
A)8  B)15  C)12  D)6  E)3",A," Let's denote the rate at which hose A fills the pool as A and the rate at which hose B fills the pool as B. We know that hose A can fill the pool in 8 hours, so A = 1/8 (pool per hour).

Hose A worked alone for the first 2 hours, so it filled 2 * (1/8) = 1/4 of the pool.

Now, hoses A and B worked together for another 3 hours to fill the remaining 3/4 of the pool. The combined rate of hoses A and B is (1/8 + B). Since they worked together for 3 hours, we can write the equation:

3 * (1/8 + B) = 3/4

Now, let's solve for B:

3/8 + 3B = 3/4

Subtract 3/8 from both sides:

3B = 3/4 - 3/8

To subtract the fractions, we need a common denominator, which is 8:

3B = (6 - 3) / 8

3B = 3/8

Now, divide both sides by 3:

B = 1/8

So, hose B also fills the pool at a rate of 1/8 (pool per hour). To find out how many hours it would take hose B to fill the entire pool alone, we can use the formula:

Time = Pool / Rate

Time = 1 / (1/8)

Time = 8

Final Answer: 'B'. '15'"
125,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?
A)10%  B)25%  C)28%  D)30%  E)36%",E, Final Answer: C) 28%
126,"Jack buys 18 sharpeners (white and brown) for rs. 100. If he pays 1 rupee more for each white than brown sharpeners. How many of white and how many brown sharpeners did he buy?
A)10,8  B)9,8  C)7,8  D)5,6  E)11,12",A," Let's denote the number of white sharpeners as W and the number of brown sharpeners as B.

We have two equations based on the given information:

1) W + B = 18 (total number of sharpeners)
2) W = B + 1 (Jack pays 1 rupee more for each white than brown sharpeners)

Now, let's solve these equations step by step.

Step 1: Substitute the value of W from equation (2) into equation (1):

(B + 1) + B = 18

Step 2: Simplify the equation:

2B + 1 = 18

Step 3: Subtract 1 from both sides:

2B = 17

Step 4: Divide both sides by 2:

B = 8.5

Since the number of sharpeners must be a whole number, we can conclude that B = 8 (number of brown sharpeners).

Step 5: Substitute the value of B into equation (2) to find the value of W:

W = 8 + 1

W = 9 (number of white sharpeners)

Final Answer: 'B', 9"
127,"On a map, the length of the road from Town F to Town G is measured to be 20 inches. On this map, 1/4 inch represents an actual distance of 10 miles. What is the actual distance, in miles, from Town F to Town G along this road?
A)800  B)720  C)960  D)1140  E)1160",A," Step 1: Determine the scale of the map.
The scale of the map is given as 1/4 inch represents 10 miles.

Step 2: Calculate the actual distance represented by 1 inch on the map.
Since 1/4 inch represents 10 miles, we can multiply both sides by 4 to find the distance represented by 1 inch:
(1/4 inch) * 4 = 10 miles
1 inch = 40 miles

Step 3: Calculate the actual distance represented by 20 inches on the map.
Now that we know 1 inch represents 40 miles, we can multiply the length of the road on the map (20 inches) by the distance represented by 1 inch (40 miles):
20 inches * 40 miles/inch = 800 miles

Final Answer: 'A'. '800'"
128,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?
A)s.5050  B)s.5723  C)s.5040  D)s.4950  E)s.4870",B, Final Answer: C) 5040
129,"Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?
A)42kms/hr  B)41km/hr  C)43kms/hr  D)45kms/hr  E)None of these",C, Final Answer: B. 41 km/hr
130,"Consider there is an staircase elevator and you are coming down. If you walk 20 steps and stop, then you reach bottom in 10 minutes. If you walk 10 steps and stop, you reach to the ground in 20 minutes. What is the speed of the elevator?
A)1 step/minute  B)2 step/minute  C)3 step/minute  D)4 step/minute  E)None of the above",A, Final Answer: E. 'None of the above'.
131,"If 120 is reduced to 96, what is the reduction percent?
A)30%  B)40%  C)20%  D)10%  E)5%",C," Step 1: Determine the difference between the original number and the reduced number.
Difference = Original number - Reduced number
Difference = 120 - 96
Difference = 24

Step 2: Calculate the reduction percentage.
Reduction Percentage = (Difference / Original number) * 100
Reduction Percentage = (24 / 120) * 100
Reduction Percentage = 0.2 * 100
Reduction Percentage = 20%

Final Answer: 'C'. '20%'"
132,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?
A)4  B)5  C)6  D)7  E)8",B," Let's think step by step.

1. P can finish the jar in 10 minutes, so P's rate of eating is 1/10 of the jar per minute.
2. Q can finish half the jar in 5 minutes, so Q's rate of eating is 1/10 of the jar per minute (since half the jar is 1/2 and it takes her 5 minutes to finish it).
3. When P and Q eat together, their combined rate is the sum of their individual rates: (1/10) + (1/10) = 2/10 = 1/5 of the jar per minute.
4. To find the time it takes for them to finish the jar together, we can use the formula: time = work / rate. In this case, the work is 1 (the whole jar), and the rate is 1/5 of the jar per minute.
5. Time = 1 / (1/5) = 5 minutes.

Final Answer: 'B'. '5'"
133,"Arjun and Sajal are friends, each has some money. If Arun gives $30 to Sajal, the Sajal will have twice the money left with Arjun. But, if Sajal gives $10 to Arjun, Arjun will have thrice as much as is left with Sajal. How much money does each have?
A)62, 35  B)62, 34  C)34, 62  D)42, 62  E)62, 42",B," Let's denote the amount of money Arjun has as A and the amount of money Sajal has as S.

From the first condition, we have:

S + 30 = 2 * (A - 30)

From the second condition, we have:

A + 10 = 3 * (S - 10)

Now, let's solve these two equations step by step.

First, we can simplify both equations:

S + 30 = 2A - 60
A + 10 = 3S - 30

Now, let's isolate A in the first equation:

2A = S + 90
A = (S + 90) / 2

Now, let's substitute A in the second equation:

(S + 90) / 2 + 10 = 3S - 30

Multiply both sides by 2 to eliminate the fraction:

S + 90 + 20 = 6S - 60

Combine like terms:

110 = 5S - 60

Add 60 to both sides:

170 = 5S

Divide by 5:

S = 34

Now, let's find A using the first equation:

A = (S + 90) / 2
A = (34 + 90) / 2
A = 124 / 2
A = 62

So, Arjun has $62 and Sajal has $34.

Final Answer: 'C'. '34, 62'"
134,"A retailer sold an appliance for 40 percent above cost, which represented a gross profit of $20.00. For what price did the retailer sell the appliance?
A)$27.30  B)$51.00  C)$63.00  D)$70.00  E)$91.00",D, Final Answer: B
135,"Five dozen toys are packed in a box and 98 boxes are kept in a tempo. How many tempos can lift 29400 toys in one round ?
A)4  B)5  C)7  D)6  E)8",B," Step 1: Calculate the total number of toys in one box.
Since there are 5 dozen toys in a box, and a dozen is equal to 12, we can calculate the total number of toys in one box as follows:

5 dozen toys * 12 toys/dozen = 60 toys/box

Step 2: Calculate the total number of toys in 98 boxes.
Now, we need to find out how many toys are there in 98 boxes:

60 toys/box * 98 boxes = 5880 toys

Step 3: Calculate the number of tempos needed to lift 29400 toys.
To find out how many tempos are needed to lift 29400 toys, we can divide the total number of toys by the number of toys in 98 boxes:

29400 toys / 5880 toys = 5 tempos

Final Answer: 'B'. '5'"
136,"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?
A)2 months  B)4 months  C)23 months  D)24 months  E)84 months",B, Final Answer: B. 4 months
137,"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU?
A)6  B)7  C)8  D)9  E)10",A, Final Answer: B)7
138,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?
A)3400  B)1700  C)3440  D)Cannot be determined  E)None of these",C," Let's think step by step.

1. First, we need to find the length and width of the rectangular plot. Since the perimeter is 340 meters, we can use the formula for the perimeter of a rectangle: P = 2(L + W), where P is the perimeter, L is the length, and W is the width.

2. We can rewrite the formula as L + W = P/2. In this case, P = 340 meters, so L + W = 340/2 = 170 meters.

3. Now, we need to find the area of the 1-meter-broad boundary around the rectangular plot. To do this, we can add 1 meter to both the length and width of the plot, and then calculate the area of the new rectangle.

4. The new length will be L + 2 (since we add 1 meter to both ends of the length), and the new width will be W + 2 (since we add 1 meter to both ends of the width).

5. The area of the new rectangle will be (L + 2) * (W + 2).

6. The area of the original rectangle is L * W.

7. The area of the 1-meter-broad boundary is the difference between the area of the new rectangle and the area of the original rectangle: (L + 2) * (W + 2) - L * W.

8. We can simplify the expression: (L * W + 2L + 2W + 4) - (L * W) = 2L + 2W + 4.

9. Since we know that L + W = 170 meters, we can substitute this value into the expression: 2(170) + 4 = 340 + 4 = 344 square meters.

10. The cost of gardening the 1-meter-broad boundary around the rectangular plot is 10 per square meter. So, the total cost will be 344 * 10 = 3440.

Final Answer: 'C'. '3440'"
139,"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?
A)6  B)8  C)10  D)12  E)14",C," Step 1: Determine the ratio of soda bottles to people in the first party.
In the first party, Jill bought 10 bottles for 8 people.

Step 2: Calculate the ratio of soda bottles to people.
Ratio = Number of bottles / Number of people
Ratio = 10 bottles / 8 people

Step 3: Simplify the ratio.
Ratio = 5/4 bottles per person

Step 4: Use the ratio to find the number of bottles needed for the second party.
In the second party, there are 12 people attending.

Step 5: Calculate the number of bottles needed for the second party.
Number of bottles = Ratio * Number of people
Number of bottles = (5/4) * 12

Step 6: Simplify the calculation.
Number of bottles = 5 * 3
Number of bottles = 15

Final Answer: 'E'. '15'"
140,"A newspaper costs $4 on Sunday and $1 the rest of the days of the week. If a hotel orders twice as many papers on Sunday as it does the rest of the days of the week and pays $210 per week for newspapers, how many newspapers does it buy on Monday?
A)15  B)30  C)45  D)60  E)75",A," Let's denote the number of newspapers bought on Monday as x.

Since the hotel orders twice as many papers on Sunday as it does on the rest of the days, it buys 2x newspapers on Sunday.

The cost of newspapers on Sunday is $4 per newspaper, so the total cost for Sunday is 2x * $4 = $8x.

The cost of newspapers on the rest of the days (Monday to Saturday) is $1 per newspaper, so the total cost for these days is x * $1 * 6 = $6x.

The total cost for the week is $210, so we can set up the equation:

$8x + $6x = $210

Combining the terms, we get:

$14x = $210

Now, we can solve for x:

x = $210 / $14
x = 15

Final Answer: 'B'. '15'"
141,"When I was 2 years old, my brother was half my age. Now I am 60 years old, how old is my brother?
A)A)59  B)B)69  C)C)79  D)D)89  E)E)99",A, Final Answer: 'A'. '59'
142,"In how many ways can the letters of the word ""PROBLEC"" be rearranged to make 7 letter words such that none of the letters repeat?
A)2!  B)3!  C)7!  D)8!  E)9!",C," First, let's determine the number of unique letters in the word ""PROBLEC"". The word has 7 letters, and all of them are unique.

Now, we need to find the number of ways to arrange these 7 unique letters. This is a permutation problem, and the formula for permutations is n!, where n is the number of items to arrange.

In this case, n = 7 (the number of unique letters in ""PROBLEC"").

So, the number of ways to arrange these 7 unique letters is 7! (7 factorial).

Final Answer: 'C'. '7!'"
143,"Alex and Jacob works at a toy shop that make toys. Alex takes 7 hours to make a toy, and Jacob takes 9 hours to make a toy. During a month, both of them makes 35 toys in total. If both of them have worked for almost similar number of hours how many toys have been prepared by Jacob?
A)15  B)16  C)17  D)18  E)19",A," Let's denote the number of toys made by Alex as A and the number of toys made by Jacob as J. We know that A + J = 35 (total toys made).

We also know that Alex takes 7 hours to make a toy, and Jacob takes 9 hours to make a toy. Let's denote the total hours worked by Alex as H_A and the total hours worked by Jacob as H_J.

Since they worked for almost similar number of hours, we can assume that H_A ≈ H_J.

Now, we can write the following equations:

1) A + J = 35
2) A = H_A / 7
3) J = H_J / 9

Since H_A ≈ H_J, we can replace H_A with H_J in equation 2:

A = H_J / 7

Now, we can substitute A and J from equations 1 and 2 into the equation A + J = 35:

(H_J / 7) + J = 35

To solve for J, we can multiply both sides of the equation by 7:

H_J + 7J = 245

Now, we can substitute J from equation 3 into the equation above:

H_J + 7(H_J / 9) = 245

Multiplying both sides by 9 to eliminate the fraction:

9H_J + 7H_J = 2205

Combining the terms:

16H_J = 2205

Now, we can solve for H_J:

H_J = 2205 / 16
H_J ≈ 137.8125

Since H_J is approximately equal to H_A, we can use the same value for H_A:

H_A ≈ 137.8125

Now, we can find the number of toys made by Alex (A) using equation 2:

A = H_A / 7
A ≈ 137.8125 / 7
A ≈ 19.6875

Since A must be a whole number, we can round it to the nearest whole number:

A ≈ 20

Now, we can find the number of toys made by Jacob (J) using equation 1:

A + J = 35
20 + J = 35
J = 35 - 20
J = 15

Final Answer: 'B'. '15'"
144,"Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 years
A)18  B)25  C)15  D)20  E)21",D," Let's denote Sachin's current age as S and Ajay's current age as A.

According to the problem, Sachin will be 40 years old in 10 years. So, we can write Sachin's current age as:

S = 40 - 10
S = 30

Now, we know that Sachin was twice as old as Ajay 10 years back. So, we can write the equation for their ages 10 years ago:

S - 10 = 2 * (A - 10)

We already know Sachin's current age (S = 30), so we can substitute it into the equation:

30 - 10 = 2 * (A - 10)
20 = 2 * (A - 10)

Now, we can solve for A:

20 = 2A - 20
40 = 2A
A = 20

So, Ajay's current age is 20 years old.

Final Answer: 'D'. '20'"
145,"John likes to have lightly flavored tea every evening. In a 50% strong milk tea, he replaces 15% of it with milk twice. Then, he replaces 10 percent of the resultant solution with more milk.
What is the final concentration of tea John drinks?
A)15.38%  B)42%  C)39.86%  D)22.35%  E)32.51%",E, Final Answer: C
146,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?
A)-23.5  B)-17.5  C)-10.5  D)-16.2  E)Cannot be determined",D, Final Answer: B) -17.5
